uniqueID,Search,Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations,Average per Year
2301,B,Testing the role of biotic stress in the stress gradient hypothesis. Processes and patterns in arid rangelands,"Graff, Pamela; Aguiar, Martin R.",OIKOS,Jul-11,2011,120,7,1023,1030,10.1111/j.1600-0706.2010.19059.x,17,2.13
2302,B,Spatial patterns of species distributions in grazed subalpine grasslands,"Komac, B.; Alados, C. L.; Bueno, C. G.; Gomez, D.",PLANT ECOLOGY,Mar-11,2011,212,3,519,529,10.1007/s11258-010-9842-6,17,2.13
2303,B,"Swan foraging shapes spatial distribution of two submerged plants, favouring the preferred prey species","Sandsten, Hakan; Klaassen, Marcel",OECOLOGIA,Jun-08,2008,156,3,569,576,10.1007/s00442-008-1010-5,17,1.55
2304,B,"Indexing small mammalian carnivores in the southern Kalahari, South Africa","Blaum, Niels; Engeman, Richard M.; Wasiolka, Bernd; Rossmanith, Eva",WILDLIFE RESEARCH,2008,2008,35,1,72,79,10.1071/WR07023,17,1.55
2305,B,Use of vegetation classification and plant indicators to assess grazing abandonment in Estonian coastal wetlands,"Burnside, Niall G.; Joyce, Chris B.; Puurmann, Elle; Scott, Dawn M.",JOURNAL OF VEGETATION SCIENCE,Oct-07,2007,18,5,645,654,10.1658/1100-9233(2007)18[645:UOVCAP]2.0.CO;2,17,1.42
2306,B,"Photosynthesis, transpiration and water use efficiency of four plant species with grazing intensities in Hunshandak Sandland, China","Peng, Y.; Jiang, G. M.; Liu, X. H.; Niu, S. L.; Liu, M. Z.; Biswas, D. K.",JOURNAL OF ARID ENVIRONMENTS,Jul-07,2007,70,2,304,315,10.1016/j.jaridenv.2007.01.002,17,1.42
2307,B,A fuzzy and neuro-fuzzy approach to modelling cattle grazing on pastures with low stocking rates in Central Europe,"Salski, A.; Holsten, B.",ECOLOGICAL INFORMATICS,Nov-06,2006,1,3,269,276,10.1016/j.ecoinf.2006.03.006,17,1.31
2308,B,Simulating root responses to grazing of a Mongolian grassland ecosystem,"Chen, Yuxiang; Lee, Pilzae; Lee, Gilzae; Mariko, Shigeru; Oikawa, Takehisa",PLANT ECOLOGY,2006,2006,183,2,265,275,10.1007/s11258-005-9038-7,17,1.31
2309,B,Introducing spatial grazing impacts into the prediction of moorland vegetation dynamics,"Palmer, SCF; Gordon, IJ; Hester, AJ; Pakeman, RJ",LANDSCAPE ECOLOGY,2004,2004,19,8,817,827,10.1007/s10980-004-0094-5,17,1.13
2310,B,"Nitrogen fertilization, botanical composition and biomass production on mixed-grass rangeland","Samuel, MJ; Hart, RH",JOURNAL OF RANGE MANAGEMENT,Jul-98,1998,51,4,408,416,10.2307/4003325,17,0.81
2311,B,THE VERTICAL-DISTRIBUTION OF BELOWGROUND BIOMASS IN GRASSLAND COMMUNITIES IN RELATION TO GRAZING REGIME AND HABITAT CHARACTERISTICS,"RODRIGUEZ, MA; BROWN, VK; GOMEZSAL, A",JOURNAL OF VEGETATION SCIENCE,Feb-95,1995,6,1,63,72,10.2307/3236257,17,0.71
2312,B,Flora and ecological conditions of high andean mires of Chile between 18 degrees 00 ' (Arica) and 40 degrees 30 ' (Osorno) s. lat.,"Ruthsatz, Barbara",PHYTOCOENOLOGIA,DEC 15 1993,1993,23,,157,199,,17,0.65
2313,B,INFLUENCE OF REST-ROTATION CATTLE GRAZING ON MULE DEER AND ELK HABITAT USE IN EAST-CENTRAL IDAHO,"YEO, JJ; PEEK, JM; WITTINGER, WT; KVALE, CT",JOURNAL OF RANGE MANAGEMENT,May-93,1993,46,3,245,250,10.2307/4002615,17,0.65
2314,B,COMPOSITION AND PRODUCTION OF CALIFORNIA OAK SAVANNA SEASONALLY GRAZED BY SHEEP,"BARTOLOME, JW; MCCLARAN, MP",JOURNAL OF RANGE MANAGEMENT,Jan-92,1992,45,1,103,107,10.2307/4002536,17,0.63
2315,B,"GRAZING SYSTEMS, STOCKING RATES, AND CATTLE BEHAVIOR IN SOUTHEASTERN WYOMING","HEPWORTH, KW; TEST, PS; HART, RH; WAGGONER, JW; SMITH, MA",JOURNAL OF RANGE MANAGEMENT,May-91,1991,44,3,259,262,10.2307/4002954,17,0.61
2316,B,STOCKING RATE EFFECTS ON INTENSIVE-EARLY STOCKED FLINT HILLS BLUESTEM RANGE,"OWENSBY, CE; COCHRAN, R; SMITH, EF",JOURNAL OF RANGE MANAGEMENT,Nov-88,1988,41,6,483,487,10.2307/3899522,17,0.55
2317,B,WATERFOWL PRODUCTION IN RELATION TO REST-ROTATION GRAZING,"GJERSING, FM",JOURNAL OF RANGE MANAGEMENT,1975,1975,28,1,37,42,10.2307/3897576,17,0.39
2318,B,Managing for species composition or diversity? Pastoral and free grazing systems in alkali steppes,"Torok, Peter; Valko, Orsolya; Deak, Balazs; Kelemen, Andras; Toth, Edina; Tothmeresz, Bela",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,OCT 16 2016,2016,234,,23,30,10.1016/j.agee.2016.01.010,16,5.33
2319,B,Eddy covariance methane flux measurements over a grazed pasture: effect of cows as moving point sources,"Felber, R.; Muenger, A.; Neftel, A.; Ammann, C.",BIOGEOSCIENCES,2015,2015,12,12,3925,3940,10.5194/bg-12-3925-2015,16,4
2320,B,Soil acidification and basic cation use efficiency in an integrated no-till crop-livestock system under different grazing intensities,"Martins, Amanda Posselt; de Andrade Costa, Sergio Ely V. G.; Anghinoni, Ibanor; Kunrath, Taise Robinson; Balerini, Fabricio; Cecagno, Diego; Carvalho, Paulo Cesar de F.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,OCT 1 2014,2014,195,,18,28,10.1016/j.agee.2014.05.012,16,3.2
2321,B,Grazing intensity and stocking methods on animal production and methane emission by grazing sheep: Implications for integrated crop-livestock system,"Savian, Jean Victor; Neto, Armindo Barth; de David, Diego Bitencourt; Bremm, Carolina; Tres Schons, Radael Marinho; Moraes Genro, Teresa Cristina; do Amaral, Glaucia Azevedo; Gere, Jose; McManus, Concepta Margaret; Bayer, Cimelio; de Faccio Carvalho, Paulo Cesar",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,JUN 1 2014,2014,190,,112,119,10.1016/j.agee.2014.02.008,16,3.2
2322,B,"Functional responses of plant communities to management, landscape and historical factors in semi-natural grasslands","Vandewalle, M.; Purschke, O.; de Bello, F.; Reitalu, T.; Prentice, H. C.; Lavorel, S.; Johansson, L. J.; Sykes, M. T.",JOURNAL OF VEGETATION SCIENCE,May-14,2014,25,3,750,759,10.1111/jvs.12126,16,3.2
2323,B,Landscape context and management regime structure plant diversity in grassland communities,"Schmucki, Reto; Reimark, Josefin; Lindborg, Regina; Cousins, Sara A. O.",JOURNAL OF ECOLOGY,Sep-12,2012,100,5,1164,1173,10.1111/j.1365-2745.2012.01988.x,16,2.29
2324,B,Ecohydrological feedback mechanisms in arid rangelands: Simulating the impacts of topography and land use,"Popp, Alexander; Blaum, Niels; Jeltsch, Florian",BASIC AND APPLIED ECOLOGY,2009,2009,10,4,319,329,10.1016/j.baae.2008.06.002,16,1.6
2325,B,Impacts of sheep grazing a complex vegetation mosaic: Relating behaviour to vegetation change,"Oom, S. P.; Sibbald, A. M.; Hester, A. J.; Miller, D. R.; Legg, C. J.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Apr-08,2008,124,03-Apr,219,228,10.1016/j.agee.2007.09.014,16,1.45
2326,B,Modelling the sustainability and productivity of pastoral systems in the communal areas of Namaqualand,"Richardson, F. D.; Hahn, B. D.; Hoffman, M. T.",JOURNAL OF ARID ENVIRONMENTS,Sep-07,2007,70,4,701,717,10.1016/j.jaridenv.2006.07.013,16,1.33
2327,B,Importance of management on the distribution and abundance of Staphylinidae (Insecta : Coleoptera) on coastal grazing marshes,"Hofmann, TA; Mason, CF",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jun-06,2006,114,02-Apr,397,406,10.1016/j.agee.2005.12.001,16,1.23
2328,B,The effects of livestock grazing and recreation on Irish machair grassland vegetation,"Cooper, A; McCann, T; Ballard, E",PLANT ECOLOGY,Dec-05,2005,181,2,255,267,10.1007/s11258-005-7149-9,16,1.14
2329,B,"Sheep gain and species diversity: In sandy grassland, Inner Mongolia","Zhao, HL; Li, SG; Zhang, TH; Ohkuro, T; Zhou, RL",JOURNAL OF RANGE MANAGEMENT,Mar-04,2004,57,2,187,190,10.2307/4003917,16,1.07
2330,B,Moderate and light cattle grazing effects on Chihuahuan Desert rangelands,"Holechek, J; Galt, D; Joseph, J; Navarro, J; Kumalo, G; Molinar, F; Thomas, M",JOURNAL OF RANGE MANAGEMENT,Mar-03,2003,56,2,133,139,10.2307/4003896,16,1
2331,B,Vegetation response to stocking rate in southern mixed-grass prairie,"Gillen, RL; Eckroat, JA; McCollum, FT",JOURNAL OF RANGE MANAGEMENT,Sep-00,2000,53,5,471,478,10.2307/4003646,16,0.84
2332,B,Herbage characteristics and performance of steers grazing old world bluestem,"Coleman, SW; Forbes, TDA",JOURNAL OF RANGE MANAGEMENT,Jul-98,1998,51,4,399,407,10.2307/4003324,16,0.76
2333,B,Habitat partitioning by ungulates on a game ranch in the Mopani veld,"Dekker, B; vanRooyen, N; Bothma, JD",SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,Dec-96,1996,26,4,117,122,,16,0.7
2334,B,Grazing date and frequency effects on prairie sandreed and sand bluestem,"Reece, PE; Brummer, JE; Engel, RK; Northup, BK; Nichols, JT",JOURNAL OF RANGE MANAGEMENT,Mar-96,1996,49,2,112,116,10.2307/4002678,16,0.7
2335,B,ECONOMIC CONSEQUENCES OF ALTERNATIVE STOCKING RATE ADJUSTMENT TACTICS - A SIMULATION APPROACH,"RIECHERS, RK; CONNER, JR; HEITSCHMIDT, RK",JOURNAL OF RANGE MANAGEMENT,Mar-89,1989,42,2,165,171,10.2307/3899317,16,0.53
2336,B,"The inclusion of forage mixtures in the diet of growing dairy heifers: Impacts on digestion, energy utilisation, and methane emissions","Hammond, K. J.; Humphries, D. J.; Westbury, D. B.; Thompson, A.; Crompton, L. A.; Kirton, P.; Green, C.; Reynolds, C. K.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 1 2014,2014,197,,88,95,10.1016/j.agee.2014.07.016,15,3
2337,B,Grazing response patterns indicate isolation of semi-natural European grasslands,"Weiss, Lina; Pfestorf, Hans; May, Felix; Koerner, Katrin; Boch, Steffen; Fischer, Markus; Mueller, Joerg; Prati, Daniel; Socher, Stephanie A.; Jeltsch, Florian",OIKOS,May-14,2014,123,5,599,612,10.1111/j.1600-0706.2013.00957.x,15,3
2338,B,"A model of diurnal grazing patterns and herbage intake of a dairy cow, MINDY: Model description","Gregorini, Pablo; Beukes, Pierre C.; Romera, Alvaro J.; Levy, Gil; Hanigan, Mark D.",ECOLOGICAL MODELLING,Dec-13,2013,270,,11,29,10.1016/j.ecolmode1.2013.09.001,15,2.5
2339,B,Scaling results up from a plot and paddock scale to a property - a case study from a long-term grazing experiment in northern Australia,"Scanlan, J. C.; MacLeod, N. D.; O'Reagain, P. J.",RANGELAND JOURNAL,2013,2013,35,2,193,200,10.1071/RJ12084,15,2.5
2340,B,"The influence of trees on nutrients, water, light availability and understorey vegetation in an arid environment","Abdallah, F.; Chaieb, M.",APPLIED VEGETATION SCIENCE,Oct-12,2012,15,4,501,512,10.1111/j.1654-109X.2012.01201.x,15,2.14
2341,B,Impact of grazing on soil microbial communities along a chronosequence of Acacia tortilis subsp raddiana in arid soils in Tunisia,"Fterich, Amira; Mandhi, Mosbah; Mars, Mohamed",EUROPEAN JOURNAL OF SOIL BIOLOGY,MAY-JUN 2012,2012,50,,56,63,10.1016/j.ejsobi.2011.12.002,15,2.14
2342,B,Disturbance regimes and mountain plover habitat in shortgrass steppe: Large herbivore grazing does not substitute for prairie dog grazing or fire,"Augustine, David J.; Derner, Justin D.",JOURNAL OF WILDLIFE MANAGEMENT,May-12,2012,76,4,721,728,10.1002/jwmg.334,15,2.14
2343,B,Patterns of plant species turnover along grazing gradients,"Peper, Jan; Jansen, Florian; Pietzsch, Dorothea; Manthey, Michael",JOURNAL OF VEGETATION SCIENCE,Jun-11,2011,22,3,457,466,10.1111/j.1654-1103.2011.01260.x,15,1.88
2344,B,Integrated Grazing and Prescribed Fire Restoration Strategies in a Mesquite Savanna: I. Vegetation Responses,"Teague, W. R.; Dowhower, S. L.; Ansley, R. J.; Pinchak, W. E.; Waggoner, J. A.",RANGELAND ECOLOGY & MANAGEMENT,May-10,2010,63,3,275,285,10.2111/08-171.1,15,1.67
2345,B,Altitudinal variation of ecosystem CO2 fluxes in an alpine grassland from 3600 to 4200 m,"Hirota, Mitsuru; Zhang, Pengcheng; Gu, Song; Du, Mingyuan; Shimono, Ayako; Shen, Haihua; Li, Yingnian; Tang, Yanhong",JOURNAL OF PLANT ECOLOGY,Dec-09,2009,2,4,197,205,10.1093/jpe/rtp024,15,1.5
2346,B,Remote Sensing of Spatial and Temporal Vegetation Patterns in Two Grazing Systems,"Blanco, Lisandro J.; Ferrando, Carlos A.; Biurrun, Fernando N.",RANGELAND ECOLOGY & MANAGEMENT,Sep-09,2009,62,5,445,451,10.2111/08-213.1,15,1.5
2347,B,Management effects on carabid beetles and spiders in Central Hungarian grasslands and cereal fields,"Batary, P.; Kovacs, A.; Baldi, A.",COMMUNITY ECOLOGY,Dec-08,2008,9,2,247,254,10.1556/ComEc.9.2008.2.14,15,1.36
2348,B,"Human population, grasshopper and plant species richness in European countries","Steck, Claude E.; Pautasso, Marco",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,NOV-DEC 2008,2008,34,3,303,310,10.1016/j.actao.2008.06.003,15,1.36
2349,B,Maximizing conservation benefit for grassland species with contrasting management requirements,"van Teeffelen, Astrid J. A.; Cabeza, Mar; Poyry, Juha; Raatikainen, Katja; Kuussaari, Mikko",JOURNAL OF APPLIED ECOLOGY,Oct-08,2008,45,5,1401,1409,10.1111/j.1365-2664.2008.01514.x,15,1.36
2350,B,"Phosphorus and nitrogen in soil, plants, and overland flow from sheep-grazed pastures fertilized with different rates of superphosphate","Robertson, Fiona A.; Nash, David M.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jul-08,2008,126,03-Apr,195,208,10.1016/j.agee.2008.01.023,15,1.36
2351,B,Resilience in landscape exploitation systems,"Fletcher, C. S.; Hilbert, David W.",ECOLOGICAL MODELLING,MAR 10 2007,2007,201,03-Apr,440,452,10.1016/j.ecolmodel.2006.10.011,15,1.25
2352,B,Pasture management in semi-arid tropical woodlands: dynamics of perennial grasses,"McIvor, John G.",RANGELAND JOURNAL,2007,2007,29,1,87,100,10.1071/RJ06031,15,1.25
2353,B,Stocking rate and weather impacts on sand sagebrush and grasses: A 20-year record,"Gillen, RL; Sims, PL",RANGELAND ECOLOGY & MANAGEMENT,Mar-06,2006,59,2,145,152,10.2111/05-016R1.1,15,1.15
2354,B,On the dynamics of grazing systems in the semi-arid succulent Karoo: The relevance of equilibrium and non-equilibrium concepts to the sustainability of semi-arid pastoral systems,"Richardson, FD; Hahn, BD; Hoffman, MT",ECOLOGICAL MODELLING,OCT 10 2005,2005,187,4,491,512,10.1016/j.ecolmodel.2005.02.001,15,1.07
2355,B,Forest stand dynamics and livestock grazing in historical context,"Borman, MM",CONSERVATION BIOLOGY,Oct-05,2005,19,5,1658,1662,10.1111/j.1523-1739.2005.00115.x,15,1.07
2356,B,"A vegetation analysis of the pastoral landscapes of upland Wales, UK","Yeo, MJM; Blackstock, TH",JOURNAL OF VEGETATION SCIENCE,Dec-02,2002,13,6,803,816,10.1111/j.1654-1103.2002.tb02110.x,15,0.88
2357,B,A theoretical basis for study and management of trampling by cattle,"Guthery, FS; Bingham, RL",JOURNAL OF RANGE MANAGEMENT,May-96,1996,49,3,264,269,10.2307/4002889,15,0.65
2358,B,DEFERRED-ROTATION GRAZING WITH STEERS IN KANSAS-FLINT-HILLS,"OWENSBY, CE; SMITH, EF; ANDERSON, KL",JOURNAL OF RANGE MANAGEMENT,1973,1973,26,6,393,395,10.2307/3896969,15,0.33
2359,B,Alternative Rangeland Management Strategies and the Nesting Ecology of Greater Prairie-Chickens,"McNew, Lance B.; Winder, Virginia L.; Pitman, James C.; Sandercock, Brett K.",RANGELAND ECOLOGY & MANAGEMENT,May-15,2015,68,3,298,304,10.1016/j.rama.2015.03.009,14,3.5
2360,B,Effects of grazing on plant species diversity and pasture quality in subalpine grasslands in the eastern Pyrenees (Andorra): Implications for conservation,"Komac, Benjamin; Domenech, Marta; Fanlo, Rosario",JOURNAL FOR NATURE CONSERVATION,Jun-14,2014,22,3,247,255,10.1016/j.jnc.2014.01.005,14,2.8
2361,B,Livestock grazing on alpine soils causes changes in abiotic and biotic soil properties and thus in abundance and activity of microorganisms engaged in the methane cycle,"Prem, Eva Maria; Reitschuler, Christoph; Illmer, Paul",EUROPEAN JOURNAL OF SOIL BIOLOGY,MAY-JUN 2014,2014,62,,22,29,10.1016/j.ejsobi.2014.02.014,14,2.8
2362,B,"Animal performances, pasture biodiversity and dairy product quality: How it works in contrasted mountain grazing systems","Farruggia, Anne; Pomies, Dominique; Coppa, Mauro; Ferlay, Anne; Verdier-Metz, Isabelle; Le Morvan, Aline; Bethier, Arnaud; Pompanon, Francois; Troquier, Olivier; Martin, Bruno",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,MAR 1 2014,2014,185,,231,244,10.1016/j.agee.2014.01.001,14,2.8
2363,B,Interactive effects of landscape history and current management on dispersal trait diversity in grassland plant communities,"Purschke, Oliver; Sykes, Martin T.; Poschlod, Peter; Michalski, Stefan G.; Roemermann, Christine; Durka, Walter; Kuehn, Ingolf; Prentice, Honor C.",JOURNAL OF ECOLOGY,Mar-14,2014,102,2,437,446,10.1111/1365-2745.12199,14,2.8
2364,B,Cattle foraging habits shape vegetation patterns of alluvial year-round grazing systems,"Gilhaus, Kristin; Stelzner, Friederike; Hoelzel, Norbert",PLANT ECOLOGY,Feb-14,2014,215,2,169,179,10.1007/s11258-013-0287-6,14,2.8
2365,B,Tick Abundance and Levels of Infestation on Cattle in Response to Patch Burning,"Polito, Victoria J.; Baum, Kristen A.; Payton, Mark E.; Little, Susan E.; Fuhlendorf, Samuel D.; Reichard, Mason V.",RANGELAND ECOLOGY & MANAGEMENT,Sep-13,2013,66,5,545,552,10.2111/REM-D-12-00172.1,14,2.33
2366,B,Short-term responses of native bees to livestock and implications for managing ecosystem services in grasslands,"Kimoto, Chiho; DeBano, Sandra J.; Thorp, Robbin W.; Taylor, Robert V.; Schmalz, Heidi; DelCurto, Timothy; Johnson, Tracey; Kennedy, Patricia L.; Rao, Sujaya",ECOSPHERE,Oct-12,2012,3,10,,,10.1890/ES12-00118.1,14,2
2367,B,Differential responses to defoliation frequency in little bluestem (Schizachyrium scoparium) in tallgrass prairie: implications for herbivory tolerance and avoidance,"N'Guessan, Maipelo; Hartnett, David C.",PLANT ECOLOGY,Aug-11,2011,212,8,1275,1285,10.1007/s11258-011-9904-4,14,1.75
2368,B,Enhanced use of beneath-canopy vegetation by grazing ungulates in African savannahs,"Treydte, Anna C.; Riginos, Corinna; Jeltsch, Florian",JOURNAL OF ARID ENVIRONMENTS,Dec-10,2010,74,12,1597,1603,10.1016/j.jaridenv.2010.07.003,14,1.56
2369,B,Grazing Management and Microclimate Effects on Cattle Distribution Relative to a Cool Season Pasture Stream,"Haan, M. M.; Russell, J. R.; Davis, J. D.; Morrical, D. G.",RANGELAND ECOLOGY & MANAGEMENT,Sep-10,2010,63,5,572,580,10.2111/REM-D-09-00045.1,14,1.56
2370,B,Changes in soil characteristics and grass layer condition in relation to land management systems in the semi-arid savannas of Swaziland,"Tefera, Solomon; Dlamini, B. J.; Dlamini, A. M.",JOURNAL OF ARID ENVIRONMENTS,Jun-10,2010,74,6,675,684,10.1016/j.jaridenv.2009.10.016,14,1.56
2371,B,Setting sustainable grazing levels for heather moorland: a multi-site analysis,"Pakeman, Robin J.; Nolan, Andrew J.",JOURNAL OF APPLIED ECOLOGY,Apr-09,2009,46,2,363,368,10.1111/j.1365-2664.2008.01603.x,14,1.4
2372,B,Does habitat structure matter? Spatially explicit population modelling of an Iberian gypsum endemic,"Quintana-Ascencio, Pedro Francisco; Caballero, Idoia; Olano, Jose Miguel; Escudero, Adrian; Albert, Maria Jose",POPULATION ECOLOGY,Apr-09,2009,51,2,317,328,10.1007/s10144-008-0135-z,14,1.4
2373,B,"The effect of local anthropogenic habitat heterogeneity on assemblages of carabids (Coleoptera, Caraboidea) endemic to the Alps","Negro, Matteo; Casale, Achille; Migliore, Luca; Palestrini, Claudia; Rolando, Antonio",BIODIVERSITY AND CONSERVATION,Dec-07,2007,16,13,3919,3932,10.1007/s10531-007-9199-x,14,1.17
2374,B,Pasture management under goat grazing on Canary Islands,"Arevalo, J. R.; Chinea, E.; Barquin, E.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jan-07,2007,118,01-Apr,291,296,10.1016/j.agee.2006.05.029,14,1.17
2375,B,Testing the validity of successional predictions on an old-field chronosequence in Hungary,"Csecserits, A.; Szabo, R.; Halassy, M.; Redei, T.",COMMUNITY ECOLOGY,2007,2007,8,2,195,207,10.1556/ComEc.8.2007.2.6,14,1.17
2376,B,Biomass and nitrogen responses to grazing intensity in an alpine meadow on the eastern Tibetan Plateau,"Gao, Yongheng; Luo, Peng; Wu, Ning; Yi, Shaoliang; Chen, Huai",POLISH JOURNAL OF ECOLOGY,2007,2007,55,3,469,479,,14,1.17
2377,B,Effects of set-aside management on birds breeding in lowland Ireland,"Bracken, Fintan; Bolger, Thomas",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Nov-06,2006,117,02-Mar,178,184,10.1016/j.agee.2006.03.032,14,1.08
2378,B,Is the analysis of plant community structure better than common species-diversity indices for assessing the effects of livestock grazing on a Mediterranean arid ecosystem?,"Pueyo, Y; Alados, CL; Ferrer-Benimeli, C",JOURNAL OF ARID ENVIRONMENTS,Mar-06,2006,64,4,698,712,10.1016/j.jaridenv.2005.06.016,14,1.08
2379,B,Suitability of Mediterranean oak woodland for beef herd husbandry,"Henkin, Z; Gutman, M; Aharon, H; Perevolotsky, A; Ungar, ED; Seligman, NG",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,SEP 1 2005,2005,109,03-Apr,255,261,10.1016/j.agee.2005.03.004,14,1
2380,B,Indirect effects of grazing on the establishment of Pinus sylvestris and Pinus nigra seedlings in calcareous grasslands in relation to resource level,"Debain, S; Curt, T; Lepart, J",ECOSCIENCE,2005,2005,12,2,192,201,10.2980/i1195-6860-12-2-192.1,14,1
2381,B,Changes in spider assemblages along grassland and savanna grazing gradients in northern Australia,"Churchill, TB; Ludwig, JA",RANGELAND JOURNAL,2004,2004,26,1,3,16,10.1071/RJ04001,14,0.93
2382,B,"The piosphere revisited: plant species patterns close to waterpoints in small, fenced paddocks in chenopod shrublands of South Australia","Heshmatti, GA; Facelli, JM; Conran, JG",JOURNAL OF ARID ENVIRONMENTS,Aug-02,2002,51,4,547,560,10.1006/jare.2002.0969,14,0.82
2383,B,Grazing induced biodiversity in the highland ecozone of East Africa,"Woldu, Z; Saleem, MAM",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Jun-00,2000,79,1,43,52,10.1016/S0167-8809(99)00141-3,14,0.74
2384,B,Breed and stocking rate effects on Chihuahuan Desert cattle production,"Winder, JA; Bailey, CC; Thomas, M; Holechek, J",JOURNAL OF RANGE MANAGEMENT,Jan-00,2000,53,1,32,38,10.2307/4003389,14,0.74
2385,B,HABITAT CHARACTERISTICS AND THE EFFECT OF VARIOUS NUTRIENT SOLUTIONS ON GROWTH AND MINERAL-NUTRITION OF ARNICA-MONTANA L GROWN ON NATURAL SOIL,"PEGTEL, DM",VEGETATIO,Oct-94,1994,114,2,109,121,,14,0.56
2386,B,PERCEPTIONS VS RECOMMENDATIONS - A RANGELAND DECISION-MAKING DILEMMA,"ROWAN, RC; LADEWIG, HW; WHITE, LD",JOURNAL OF RANGE MANAGEMENT,Sep-94,1994,47,5,344,348,10.2307/4002327,14,0.56
2387,B,WATERFOWL RESPONSE TO REST-ROTATION GRAZING,"MUNDINGER, JG",JOURNAL OF WILDLIFE MANAGEMENT,1976,1976,40,1,60,68,10.2307/3800156,14,0.33
2388,B,FURTHER COMPARISONS BETWEEN A RIGID ROTATIONAL WYE-COLLEGE SYSTEM AND OTHER SYSTEMS OF GRAZING FOR MILK-PRODUCTION,"CASTLE, ME; WATSON, JN",JOURNAL OF THE BRITISH GRASSLAND SOCIETY,1975,1975,30,1,1,6,,14,0.32
2389,B,Do grazing intensity and herbivore type affect soil health? Insights from a semi-arid productivity gradient,"Eldridge, David J.; Delgado-Baquerizo, Manuel; Travers, Samantha K.; Val, James; Oliver, Ian",JOURNAL OF APPLIED ECOLOGY,Jun-17,2017,54,3,976,985,10.1111/1365-2664.12834,13,6.5
2390,B,Revealing turning points in ecosystem functioning over the Northern Eurasian agricultural frontier,"Horion, Stephanie; Prishchepov, Alexander V.; Verbesselt, Jan; de Beurs, Kirsten; Tagesson, Torbern; Fensholt, Rasmus",GLOBAL CHANGE BIOLOGY,Aug-16,2016,22,8,2801,2817,10.1111/gcb.13267,13,4.33
2391,B,Multi-taxa approach shows consistent shifts in arthropod functional traits along grassland land-use intensity gradient,"Simons, Nadja K.; Weisser, Wolfgang W.; Gossner, Martin M.",ECOLOGY,Mar-16,2016,97,3,754,764,10.1890/15-0616.1,13,4.33
2392,B,Management of soil phosphorus fertility determines the phosphorus budget of a temperate grazing system and is the key to improving phosphorus efficiency,"Simpson, Richard J.; Stefanski, Adam; Marshall, David J.; Moore, Andrew D.; Richardson, Alan E.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 20 2015,2015,212,,263,277,10.1016/j.agee.2015.06.026,13,3.25
2393,B,Selective grazing and seasonal precipitation play key roles in shaping plant community structure of semi-arid grasslands,"Wan, Hongwei; Bai, Yongfei; Hooper, David U.; Schoenbach, Philipp; Gierus, Martin; Schiborra, Anne; Taube, Friedhelm",LANDSCAPE ECOLOGY,Nov-15,2015,30,9,1767,1782,10.1007/s10980-015-0252-y,13,3.25
2394,B,Soil respiration in Patagonian semiarid grasslands under contrasting environmental and use conditions,"Peri, P. L.; Bahamonde, H.; Christiansen, R.",JOURNAL OF ARID ENVIRONMENTS,Aug-15,2015,119,,1,8,10.1016/j.jaridenv.2015.03.008,13,3.25
2395,B,Impacts of cattle grazing on forest structure and raptor distribution within a neotropical protected area,"Piana, Renzo P.; Marsden, Stuart J.",BIODIVERSITY AND CONSERVATION,Mar-14,2014,23,3,559,572,10.1007/s10531-013-0616-z,13,2.6
2396,B,Influence of fine-scale habitat requirements and riparian degradation on the distribution of the purple-crowned fairy-wren (Malurus coronatus coronatus) in northern Australia,"Skroblin, Anja; Legge, Sarah",AUSTRAL ECOLOGY,Dec-12,2012,37,8,874,884,10.1111/j.1442-9993.2011.02331.x,13,1.86
2397,B,Nest success and cause-specific nest failure of grassland passerines breeding in prairie grazed by livestock,"Johnson, Tracey N.; Kennedy, Patricia L.; Etterson, Matthew A.",JOURNAL OF WILDLIFE MANAGEMENT,Nov-12,2012,76,8,1607,1616,10.1002/jwmg.437,13,1.86
2398,B,"Invasion or retreat? The fate of exotic invaders on the northern prairies, 40 years after cattle grazing","Sinkins, Peter A.; Otfinowski, Rafael",PLANT ECOLOGY,Aug-12,2012,213,8,1251,1262,10.1007/s11258-012-0083-8,13,1.86
